image_id,image_name,coco_supercategs,coco_categs,coco_areas,coco_captions
335824,335824.jpg,"['person', 'person', 'person', 'person', 'accessory', 'accessory', 'accessory', 'sports', 'sports', 'sports']","['person', 'person', 'person', 'person', 'backpack', 'backpack', 'backpack', 'skis', 'skis', 'skis']","[6126.905099999998, 7663.612249999998, 5390.785349999999, 8454.277049999999, 596.3213, 222.402549999999, 332.5887499999996, 457.5529999999999, 251.2268499999997, 95.6962499999996]","['A group of people on skis that is standing in the snow.', 'A group of people on some skis in the snow.', 'some snow skiers in yellow blue and black jackets', 'Several skiers trace a path along a snowy slope.', 'A group of people riding skis down a snow filled slope.']"
336374,336374.jpg,"['sports', 'sports', 'sports', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'vehicle', 'sports', 'sports', 'sports', 'person', 'vehicle', 'sports', 'person']","['surfboard', 'surfboard', 'surfboard', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'boat', 'surfboard', 'surfboard', 'surfboard', 'person', 'boat', 'surfboard', 'person']","[167.17059999999964, 126.06680000000063, 295.4353000000001, 319.59655, 228.14685000000014, 351.58375000000035, 192.7629000000003, 180.51939999999982, 187.20219999999944, 149.34659999999988, 108.71454999999997, 126.28005000000014, 144.00255000000018, 810.9602499999987, 37.62229999999992, 76.37154999999998, 80.6802999999994, 113.19225000000034, 622.8317499999997, 24.921000000000333, 2159]","['A group of people surfing with wave in the background.', 'Three Surfers riding a wave in surrounded by others in the water. ', 'There are three surfers riding in a huge wave.', 'A group of people ride down a wave.', 'a group of people riding the same big wave ']"
337479,337479.jpg,['animal'],['zebra'],[10893.068500000003],"['A single zebra grazing in a grass field.', 'A lone zebra eating grass in a big field.', 'A zebra grazing on a grass field near the edge of a forest.', 'A zebra standing by itself in a field', 'A lone zebra grazing on a lush green hillsided']"
338169,338169.jpg,"['vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'person']","['motorcycle', 'motorcycle', 'motorcycle', 'motorcycle', 'motorcycle', 'motorcycle', 'motorcycle', 'motorcycle', 'person']","[2253.5768499999995, 5768.349449999999, 1602.5851000000005, 775.7633499999998, 493.7311499999999, 1077.1761500000005, 3181.9534, 279.26295, 679.8886499999999]","['an image of an alley way with bikes parked', 'A side street of cobblestones and many parked motorcycles.', 'A long row of motorcycles on a very narrow street.', 'The alleyway is lined with many parked motorcycles.', 'A street lined with vespas parked by the curb']"
338439,338439.jpg,"['person', 'sports', 'outdoor', 'sports']","['person', 'tennis racket', 'bench', 'sports ball']","[35381.88045000002, 2190.448450000001, 12338.662199999999, 440.82120000000015]","['A young man is running to hit a tennis ball.', 'A young tennis player hits a tennis ball.', 'A man playing tennis sets up a backhand shot', 'There is a guy playing tennis on a court.', 'a man that has a tennis racket on a court']"
338501,338501.jpg,"['sports', 'sports', 'person', 'sports']","['sports ball', 'sports ball', 'person', 'baseball glove']","[45.01355, 135.67579999999995, 19464.262300000002, 762.5054999999999]","['A baseball player pitching a ball on a field.', 'A baseball player getting ready to throw the ball.', 'A baseball player is getting ready to pitch a ball.', 'A man on a field throwing a baseball.', 'A baseball pitcher on the mound with a baseball in hand.']"
338670,338670.jpg,"['person', 'person', 'person', 'person', 'person', 'accessory', 'person', 'person', 'person', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'person', 'person', 'person', 'food', 'food', 'food', 'food', 'food']","['person', 'person', 'person', 'person', 'person', 'handbag', 'person', 'person', 'person', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'banana', 'apple', 'apple', 'orange', 'orange', 'orange', 'orange', 'orange', 'orange', 'person', 'person', 'person', 'banana', 'apple', 'apple', 'apple', 'banana']","[121.59979999999979, 65.72945000000006, 426.7503999999996, 439.9149, 805.36065, 159.00584999999992, 1596.8975500000001, 76.15134999999995, 155.5970999999999, 712.2774, 1750.0053499999992, 1012.6131000000003, 4371.25075, 3116.6451, 2847.1019500000007, 2840.2501500000003, 1865.7864499999998, 1675.6786500000012, 2293.7583500000005, 2686.1171, 1239.763949999999, 375.55920000000003, 31.417849999999905, 919.8285000000001, 1563.4618, 4461.82255, 1831.6686500000003, 114.35029999999979, 301.76924999999983, 805.7759500000002, 1632.5925500000003, 839.8748999999999, 1268.7828499999996, 15.938049999999858, 395.0336999999998, 237.98150000000027, 40827]","['The produce department of a market with fruits of all kinds in it.', 'a local store with a ton of fruit there', 'An inside produce market with items displayed on shelves', 'A bunch of bananas in a large market.', ""A fruit market with cantaloupe, banana's and other various fruit.""]"
338987,338987.jpg,"['person', 'person', 'person', 'outdoor']","['person', 'person', 'person', 'fire hydrant']","[1980.5954500000003, 719.3909, 42.9553, 55669.26684999999]","['A green and white fire hydrant on sidewalk next to people.', 'a green and white fire hydrant sitting on the sidewalk ', 'Light green and white painted fire hydrant with people walking in background.', 'The fire hydrant on the side of the road is painted green and white. ', 'a fire hydrogen that is built on top of a concrete pad.']"
340317,340317.jpg,"['outdoor', 'outdoor', 'outdoor', 'person', 'person', 'vehicle', 'vehicle', 'outdoor', 'outdoor', 'vehicle']","['traffic light', 'traffic light', 'fire hydrant', 'person', 'person', 'car', 'car', 'traffic light', 'traffic light', 'car']","[61.00440000000019, 284.5164000000001, 17804.2029, 38581.90269999999, 16092.0496, 5966.0517, 1020.6548500000004, 108.21625000000016, 99.46549999999992, 1300.5700500000003]","['Two children are looking at a fire hydrant. ', 'A boy and a girl observing a yellow fire hydrant.', 'Two children standing near a yellow fire hydrant.', 'Two children standing next to a yellow fire hydrant', 'Two young children looking at a yellow fire hydrant.']"
340734,340734.jpg,"['animal', 'vehicle']","['dog', 'truck']","[1259.2528, 72825.8097]","['A truck has a dog in the bed who is looking over the side.', 'A dog sitting in the back of a pickup truck. ', 'A GREY TRUCK WITH A WHITE DOG SITTING IN THE BACK SEAT ', 'Happy dog sitting in the bed of a pickup truck.', 'a dog is in the back of a pick-up truck']"
341033,341033.jpg,"['person', 'sports']","['person', 'surfboard']","[14833.836749999995, 9113.328800000001]","['A man riding a surfboard up a wave in the ocean.', 'Surfer in a wet suit does a 360 spin on top of a wave.', 'A man in a black outfit surfs a wave in the ocean.', 'Surfer riding his surfboard on the crest of a wave.', 'Middle aged man catching waves on a surfboard.']"
342639,342639.jpg,"['animal', 'person', 'outdoor', 'sports', 'sports', 'outdoor']","['dog', 'person', 'bench', 'tennis racket', 'baseball glove', 'bench']","[12876.687899999997, 52543.42175000001, 60062.805599999985, 2418.5984999999987, 2242.715349999999, 2613.9014000000025]","['A woman pets a dog on a white bench.', 'A woman is sitting on a bench with a dog.', 'The dog and her owner are sitting on the bench.', 'A woman and a dog sit on a park bench.', 'This is a woman sitting on a bench with a dog.']"
344729,344729.jpg,"['electronic', 'furniture', 'person', 'kitchen', 'kitchen', 'kitchen', 'food', 'food', 'food', 'furniture', 'electronic']","['cell phone', 'dining table', 'person', 'cup', 'cup', 'cup', 'donut', 'donut', 'cake', 'chair', 'cell phone']","[461.2092999999997, 83637.7683, 30297.4686, 7067.982600000001, 831.3765999999996, 4399.8869, 17672.29845, 5914.329350000001, 19372.289650000002, 6242.937949999995, 869.506650000001]","['A table topped with white plates with donuts and pastry.', 'A man is texting at a table that has an assortment of pastries.', 'three plates with a different pastry on each one ', 'A wooden table that has several types of pastries sitting on it.\n', 'A table set with a pastries, water, and coffee.']"
345149,345149.jpg,"['sports', 'person']","['snowboard', 'person']","[10459.848449999996, 17222.987750000008]","['An aerial shot of a show boarder overhead.', 'Person in the air holding on to their snowboard during the trick', 'a snowboarder is riding in midair in the outdoors', 'a snowboarder in a green jacket is doing a jump', 'A person on snow board going through the air.']"
345725,345725.jpg,"['animal', 'animal']","['elephant', 'elephant']","[148152.43625, 22361.366950000007]","['a close up of an elephant with trees in the background', 'Two large elephants grazing in the bushy wilderness.', 'A couple of large elephants standing next to each other.', 'two elephants feeding on he brush in the jungle', 'A couple of elephants standing near some green trees.']"
345751,345751.jpg,"['person', 'sports']","['person', 'surfboard']","[14163.439700000003, 2974.612400000002]","['A man riding a surfboard on a wave in the ocean.', 'A surfer raises his arms to keep his balance on the wave', 'A man on a surfboard riding an ocean wave.', 'An action shot of a surfer balancing on a wave crest.', 'A surfer in a wetsuit rides a wave.']"
346583,346583.jpg,"['animal', 'vehicle']","['bird', 'car']","[9676.697549999999, 142184.33149999997]","[""A bird sits on a car's rear view mirror."", ""A small bird sitting on a car's side view mirror."", 'A tiny bird of a passenger side rear view mirror', ""A tiny bird sits on a car's mirror"", 'A tiny bird rest on a car mirror.']"
346754,346754.jpg,"['appliance', 'furniture', 'furniture', 'furniture', 'kitchen', 'appliance', 'appliance', 'appliance', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'indoor', 'indoor', 'indoor', 'appliance', 'indoor', 'furniture', 'furniture', 'kitchen']","['refrigerator', 'chair', 'chair', 'dining table', 'cup', 'microwave', 'oven', 'sink', 'spoon', 'bowl', 'bowl', 'bowl', 'bowl', 'bowl', 'vase', 'vase', 'vase', 'oven', 'vase', 'chair', 'chair', 'cup']","[3140.4198499999998, 6469.806099999995, 2825.8170000000005, 25347.355999999996, 50.21430000000011, 1615.68525, 2777.3893, 669.4308500000008, 71.22579999999975, 132.74905000000032, 95.76830000000027, 66.32490000000004, 44.27160000000007, 42.139749999999886, 99.58594999999998, 37.0361999999999, 118.88964999999997, 1501.9917500000006, 95.38895000000001, 3555.951550000002, 1342.7462500000004, 76.04914999999988]","['a white counter in a wood cabinet kitchen', 'a room with a dinning table well cleaned', 'A kitchen with a large white counter top.', 'A very big and nice looking kitchen with a big counter.', 'A kitchen with a toaster, stove, kettle, drawers, cabinets and a counter with chairs in it. ']"
346795,346795.jpg,"['person', 'person', 'person', 'sports', 'sports', 'sports', 'sports', 'sports']","['person', 'person', 'person', 'skis', 'skis', 'skis', 'skis', 'skis']","[10119.258500000002, 5556.437949999998, 4423.835750000002, 454.00794999999977, 120.25619999999992, 1635.9647000000014, 2234.3200499999984, 420.03230000000076]","['three people on skis pose on a snowy hill', 'A group of people riding skis down a snow covered slope.', 'The three people are getting ready to ski down the hill. ', 'A person in orange pants, a person in yellow pants and a person in pink pants are on skis on a hill covered with snow.', 'three people are snow skiing on a mountain']"
348204,348204.jpg,"['animal', 'animal']","['sheep', 'sheep']","[35646.85125000001, 10056.426899999999]","['A big and smaller sheep outside looking towards the camera.', 'two sheep are walking on the side of a road in a grassy area. ', 'Two sheep standing on a stone road next to the grass.', 'An adult sheep and baby sheep standing on the side of the road', 'Large sheep and a small sheep on a paved road by a meadow.']"
349363,349363.jpg,"['vehicle', 'outdoor', 'outdoor', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'outdoor', 'outdoor', 'person', 'person', 'person', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'outdoor', 'outdoor', 'outdoor', 'vehicle', 'vehicle', 'vehicle', 'outdoor', 'vehicle']","['truck', 'traffic light', 'traffic light', 'car', 'car', 'car', 'car', 'car', 'fire hydrant', 'parking meter', 'person', 'person', 'person', 'car', 'car', 'car', 'car', 'car', 'traffic light', 'traffic light', 'traffic light', 'car', 'truck', 'truck', 'parking meter', 'car']","[1100.0813, 758.2670999999999, 634.898250000001, 2406.8914999999993, 2658.3086000000003, 2765.8836000000006, 1168.7253000000003, 2618.622599999999, 158.49299999999948, 50.053000000000424, 79.49434999999984, 49.87764999999986, 116.33335000000024, 474.5888999999994, 272.7528500000003, 1054.4970500000018, 95.32379999999971, 2112.363150000001, 520.1795500000001, 30.107649999999847, 26.89529999999986, 248.82344999999992, 866.3305500000004, 1365.0608999999995, 39.80255000000007, 1037]","['A group of cars is waiting at a traffic stop.', 'Multiple cars stopped at an intersection near some tall buildings.', 'there are many cars that are waiting for the light to turn green ', 'A red traffic light over an intersection in the city with cars stopped at it.', 'Traffic stopped waiting for the light to turn green.']"
